id,identifier,work_home_actual
74787,74787,0
74788,74788,0
74789,74789,1
74790,74790,1
74791,74791,1
74792,74792,1
74793,74793,1
74794,74794,0
74795,74795,1
74796,74796,0
74797,74797,0
74798,74798,0
74799,74799,1
74800,74800,0
74801,74801,1
74802,74802,0
74803,74803,1
74804,74804,1
74805,74805,1
74806,74806,1
74807,74807,1
74808,74808,1
74809,74809,0
74810,74810,1
74811,74811,1
74812,74812,1
74813,74813,0
74814,74814,0
74815,74815,0
74816,74816,0
74817,74817,1
74818,74818,1
74819,74819,1
74820,74820,0
74821,74821,1
74822,74822,1
74823,74823,1
74824,74824,0
74825,74825,1
74826,74826,0
74827,74827,1
74828,74828,0
74829,74829,1
74830,74830,1
74831,74831,0
74832,74832,1
74833,74833,1
74834,74834,1
74835,74835,0
74836,74836,0
74837,74837,1
74838,74838,0
74839,74839,1
74840,74840,1
74841,74841,0
74842,74842,1
74843,74843,1
74844,74844,0
74845,74845,1
74846,74846,0
74847,74847,0
74848,74848,0
74849,74849,0
74850,74850,1
74851,74851,1
74852,74852,1
74853,74853,0
74854,74854,1
74855,74855,1
74856,74856,1
74857,74857,0
74858,74858,0
74859,74859,0
74860,74860,0
74861,74861,1
74862,74862,0
74863,74863,1
74864,74864,0
74865,74865,1
74866,74866,0
74867,74867,1
74868,74868,0
74869,74869,0
74870,74870,1
74871,74871,1
74872,74872,1
74873,74873,0
74874,74874,1
74875,74875,1
74876,74876,1
74877,74877,1
74878,74878,1
74879,74879,0
74880,74880,1
74881,74881,1
74882,74882,0
74883,74883,0
74884,74884,0
74885,74885,1
74886,74886,1
74887,74887,0
74888,74888,0
74889,74889,1
74890,74890,1
74891,74891,1
74892,74892,0
74893,74893,0
74894,74894,1
74895,74895,1
74896,74896,0
74897,74897,1
74898,74898,0
74899,74899,1
74900,74900,1
74901,74901,0
74902,74902,1
74903,74903,1
74904,74904,0
74905,74905,1
74906,74906,1
74907,74907,1
74908,74908,0
74909,74909,0
74910,74910,1
74911,74911,1
74912,74912,1
74913,74913,1
74914,74914,1
74915,74915,0
74916,74916,0
74917,74917,1
74918,74918,1
74919,74919,0
74920,74920,0
74921,74921,1
74922,74922,1
74923,74923,1
74924,74924,1
74925,74925,1
74926,74926,1
74927,74927,1
74928,74928,1
74929,74929,0
74930,74930,0
74931,74931,0
74932,74932,0
74933,74933,0
74934,74934,0
74935,74935,1
74936,74936,0
74937,74937,0
74938,74938,1
74939,74939,0
74940,74940,0
74941,74941,1
74942,74942,1
74943,74943,1
74944,74944,1
74945,74945,0
74946,74946,0
74947,74947,1
74948,74948,0
74949,74949,0
74950,74950,1
74951,74951,0
74952,74952,0
74953,74953,1
74954,74954,1
74955,74955,1
74956,74956,0
74957,74957,1
74958,74958,1
74959,74959,0
74960,74960,0
74961,74961,0
74962,74962,1
74963,74963,1
74964,74964,0
74965,74965,1
74966,74966,0
74967,74967,0
74968,74968,1
74969,74969,1
74970,74970,0
74971,74971,1
74972,74972,0
74973,74973,1
74974,74974,1
74975,74975,1
74976,74976,1
74977,74977,0
74978,74978,1
74979,74979,0
74980,74980,0
74981,74981,1
74982,74982,0
74983,74983,1
74984,74984,0
74985,74985,1
74986,74986,0
74987,74987,1
74988,74988,1
74989,74989,0
74990,74990,0
74991,74991,0
74992,74992,0
74993,74993,0
74994,74994,0
74995,74995,0
74996,74996,0
74997,74997,1
74998,74998,0
74999,74999,1
75000,75000,0
75001,75001,0
75002,75002,0
75003,75003,0
75004,75004,0
75005,75005,0
75006,75006,1
75007,75007,1
75008,75008,0
75009,75009,0
75010,75010,0
75011,75011,0
75012,75012,0
75013,75013,1
75014,75014,1
75015,75015,1
75016,75016,1
75017,75017,1
75018,75018,0
75019,75019,1
75020,75020,1
75021,75021,0
75022,75022,1
75023,75023,1
75024,75024,0
75025,75025,1
75026,75026,1
75027,75027,1
75028,75028,1
75029,75029,1
75030,75030,1
75031,75031,1
75032,75032,0
75033,75033,0
75034,75034,1
75035,75035,0
75036,75036,1
75037,75037,0
75038,75038,1
75039,75039,1
75040,75040,0
75041,75041,0
75042,75042,0
75043,75043,1
75044,75044,1
75045,75045,0
75046,75046,1
75047,75047,1
75048,75048,0
75049,75049,1
75050,75050,0
75051,75051,0
75052,75052,0
75053,75053,1
75054,75054,0
75055,75055,0
75056,75056,1
75057,75057,1
75058,75058,0
75059,75059,1
75060,75060,0
75061,75061,1
75062,75062,1
75063,75063,0
75064,75064,0
75065,75065,0
75066,75066,1
75067,75067,1
75068,75068,1
75069,75069,0
75070,75070,0
75071,75071,0
75072,75072,0
75073,75073,1
75074,75074,0
75075,75075,1
75076,75076,1
75077,75077,1
75078,75078,1
75079,75079,0
75080,75080,1
75081,75081,1
75082,75082,1
75083,75083,0
75084,75084,0
75085,75085,1
75086,75086,1
75087,75087,1
75088,75088,0
75089,75089,1
75090,75090,0
75091,75091,0
75092,75092,0
75093,75093,1
75094,75094,0
75095,75095,1
75096,75096,0
75097,75097,1
75098,75098,0
75099,75099,1
75100,75100,1
75101,75101,0
75102,75102,0
75103,75103,1
75104,75104,0
75105,75105,0
75106,75106,0
75107,75107,0
75108,75108,1
75109,75109,0
75110,75110,0
75111,75111,0
75112,75112,1
75113,75113,1
75114,75114,1
75115,75115,1
75116,75116,0
75117,75117,1
75118,75118,1
75119,75119,1
75120,75120,0
75121,75121,0
75122,75122,0
75123,75123,1
75124,75124,1
75125,75125,1
75126,75126,0
75127,75127,0
75128,75128,0
75129,75129,1
75130,75130,0
75131,75131,0
75132,75132,1
75133,75133,1
75134,75134,1
75135,75135,1
75136,75136,1
75137,75137,0
75138,75138,0
75139,75139,1
75140,75140,0
75141,75141,0
75142,75142,1
75143,75143,0
75144,75144,1
75145,75145,1
75146,75146,0
75147,75147,0
75148,75148,0
75149,75149,0
75150,75150,1
75151,75151,0
75152,75152,0
75153,75153,0
75154,75154,1
75155,75155,0
75156,75156,1
75157,75157,0
75158,75158,1
75159,75159,1
75160,75160,0
75161,75161,1
75162,75162,0
75163,75163,0
75164,75164,0
75165,75165,1
75166,75166,0
75167,75167,1
75168,75168,0
75169,75169,1
75170,75170,0
75171,75171,1
75172,75172,1
75173,75173,1
75174,75174,1
75175,75175,1
75176,75176,0
75177,75177,0
75178,75178,0
75179,75179,0
75180,75180,1
75181,75181,0
75182,75182,0
75183,75183,0
75184,75184,0
75185,75185,0
75186,75186,0
75187,75187,1
75188,75188,1
75189,75189,0
75190,75190,1
75191,75191,1
75192,75192,1
75193,75193,0
75194,75194,1
75195,75195,0
75196,75196,0
75197,75197,1
75198,75198,1
75199,75199,1
75200,75200,1
75201,75201,0
75202,75202,0
75203,75203,0
75204,75204,1
75205,75205,0
75206,75206,1
75207,75207,1
75208,75208,0
75209,75209,1
75210,75210,1
75211,75211,0
75212,75212,1
75213,75213,1
75214,75214,1
75215,75215,1
75216,75216,0
75217,75217,0
75218,75218,0
75219,75219,0
75220,75220,0
75221,75221,0
75222,75222,0
75223,75223,0
75224,75224,0
75225,75225,0
75226,75226,1
75227,75227,0
75228,75228,0
75229,75229,0
75230,75230,1
75231,75231,1
75232,75232,1
75233,75233,0
75234,75234,1
75235,75235,1
75236,75236,1
75237,75237,1
75238,75238,1
75239,75239,1
75240,75240,1
75241,75241,0
75242,75242,1
75243,75243,1
75244,75244,1
75245,75245,1
75246,75246,1
75247,75247,1
75248,75248,0
75249,75249,1
75250,75250,0
75251,75251,0
75252,75252,1
75253,75253,1
75254,75254,0
75255,75255,1
75256,75256,0
75257,75257,1
75258,75258,1
75259,75259,1
75260,75260,1
75261,75261,0
75262,75262,1
75263,75263,0
75264,75264,1
75265,75265,0
75266,75266,0
75267,75267,1
75268,75268,1
75269,75269,1
75270,75270,0
75271,75271,0
75272,75272,1
75273,75273,0
75274,75274,1
75275,75275,0
75276,75276,0
75277,75277,1
75278,75278,1
75279,75279,0
75280,75280,1
75281,75281,0
75282,75282,0
75283,75283,0
75284,75284,0
75285,75285,1
75286,75286,0
75287,75287,1
75288,75288,0
75289,75289,0
75290,75290,1
75291,75291,0
75292,75292,1
75293,75293,0
75294,75294,1
75295,75295,0
75296,75296,1
75297,75297,1
75298,75298,0
75299,75299,1
75300,75300,1
75301,75301,1
75302,75302,0
75303,75303,0
75304,75304,1
75305,75305,1
75306,75306,1
75307,75307,1
75308,75308,1
75309,75309,1
75310,75310,0
75311,75311,1
75312,75312,0
75313,75313,0
75314,75314,0
75315,75315,1
75316,75316,1
75317,75317,1
75318,75318,1
75319,75319,0
75320,75320,0
75321,75321,0
75322,75322,0
75323,75323,1
75324,75324,0
75325,75325,1
75326,75326,1
75327,75327,1
75328,75328,1
75329,75329,0
75330,75330,1
75331,75331,0
75332,75332,1
75333,75333,1
75334,75334,1
75335,75335,0
75336,75336,1
75337,75337,0
75338,75338,1
75339,75339,0
75340,75340,0
75341,75341,1
75342,75342,0
75343,75343,0
75344,75344,1
75345,75345,1
75346,75346,1
75347,75347,1
75348,75348,1
75349,75349,0
75350,75350,0
75351,75351,0
75352,75352,1
75353,75353,1
75354,75354,0
75355,75355,1
75356,75356,0
75357,75357,0
75358,75358,0
75359,75359,1
75360,75360,0
75361,75361,1
75362,75362,0
75363,75363,1
75364,75364,1
75365,75365,1
75366,75366,1
75367,75367,1
75368,75368,1
75369,75369,1
75370,75370,0
75371,75371,0
75372,75372,0
75373,75373,1
75374,75374,0
75375,75375,1
75376,75376,1
75377,75377,0
75378,75378,0
75379,75379,0
75380,75380,1
75381,75381,0
75382,75382,1
75383,75383,1
75384,75384,1
75385,75385,0
75386,75386,1
75387,75387,1
75388,75388,0
75389,75389,0
75390,75390,1
75391,75391,0
75392,75392,0
75393,75393,0
75394,75394,1
75395,75395,0
75396,75396,1
75397,75397,0
75398,75398,1
75399,75399,1
75400,75400,1
75401,75401,0
75402,75402,0
75403,75403,1
75404,75404,1
75405,75405,0
75406,75406,0
75407,75407,1
75408,75408,1
75409,75409,1
75410,75410,0
75411,75411,0
75412,75412,1
75413,75413,0
75414,75414,0
75415,75415,0
75416,75416,0
75417,75417,0
75418,75418,0
75419,75419,0
75420,75420,1
75421,75421,1
75422,75422,0
75423,75423,1
75424,75424,1
75425,75425,0
75426,75426,0
75427,75427,1
75428,75428,0
75429,75429,1
75430,75430,1
75431,75431,0
75432,75432,0
75433,75433,0
75434,75434,1
75435,75435,1
75436,75436,1
75437,75437,0
75438,75438,0
75439,75439,0
75440,75440,1
75441,75441,1
75442,75442,0
75443,75443,0
75444,75444,1
75445,75445,0
75446,75446,0
75447,75447,1
75448,75448,1
75449,75449,1
75450,75450,0
75451,75451,0
75452,75452,0
75453,75453,1
75454,75454,1
75455,75455,0
75456,75456,1
75457,75457,1
75458,75458,0
75459,75459,1
75460,75460,0
75461,75461,0
75462,75462,0
75463,75463,0
75464,75464,0
75465,75465,0
75466,75466,0
75467,75467,0
75468,75468,1
75469,75469,1
75470,75470,1
75471,75471,0
75472,75472,1
75473,75473,1
75474,75474,0
75475,75475,0
75476,75476,1
75477,75477,1
75478,75478,0
75479,75479,1
75480,75480,1
75481,75481,0
75482,75482,1
75483,75483,1
75484,75484,1
75485,75485,0
75486,75486,1
75487,75487,1
75488,75488,0
75489,75489,1
75490,75490,0
75491,75491,0
75492,75492,0
75493,75493,0
75494,75494,1
75495,75495,0
75496,75496,1
75497,75497,1
75498,75498,0
75499,75499,0
75500,75500,0
75501,75501,0
75502,75502,0
75503,75503,1
75504,75504,1
75505,75505,0
75506,75506,1
75507,75507,0
75508,75508,0
75509,75509,1
75510,75510,0
75511,75511,1
75512,75512,0
75513,75513,0
75514,75514,1
75515,75515,0
75516,75516,0
75517,75517,1
75518,75518,0
75519,75519,1
75520,75520,0
75521,75521,0
75522,75522,0
75523,75523,1
75524,75524,0
75525,75525,1
75526,75526,1
75527,75527,0
75528,75528,0
75529,75529,1
75530,75530,1
75531,75531,0
75532,75532,0
75533,75533,0
75534,75534,1
75535,75535,0
75536,75536,1
75537,75537,0
75538,75538,1
75539,75539,0
75540,75540,0
75541,75541,1
75542,75542,1
75543,75543,0
75544,75544,1
75545,75545,0
75546,75546,1
75547,75547,1
75548,75548,0
75549,75549,1
75550,75550,1
75551,75551,1
75552,75552,1
75553,75553,0
75554,75554,1
75555,75555,0
75556,75556,1
75557,75557,0
75558,75558,0
75559,75559,1
75560,75560,1
75561,75561,1
75562,75562,1
75563,75563,0
75564,75564,1
75565,75565,1
75566,75566,1
75567,75567,1
75568,75568,1
75569,75569,0
75570,75570,0
75571,75571,1
75572,75572,1
75573,75573,1
75574,75574,1
75575,75575,0
75576,75576,1
75577,75577,1
75578,75578,1
75579,75579,1
75580,75580,0
75581,75581,0
75582,75582,0
75583,75583,0
75584,75584,0
75585,75585,0
75586,75586,1
75587,75587,1
75588,75588,1
75589,75589,0
75590,75590,0
75591,75591,0
75592,75592,1
75593,75593,0
75594,75594,0
75595,75595,0
75596,75596,0
75597,75597,0
75598,75598,1
75599,75599,1
75600,75600,1
75601,75601,1
75602,75602,1
75603,75603,0
75604,75604,1
75605,75605,0
75606,75606,1
75607,75607,1
75608,75608,1
75609,75609,0
75610,75610,1
75611,75611,0
75612,75612,1
75613,75613,1
75614,75614,0
75615,75615,0
75616,75616,0
75617,75617,0
75618,75618,0
75619,75619,1
75620,75620,0
75621,75621,0
75622,75622,1
75623,75623,0
75624,75624,0
75625,75625,1
75626,75626,1
75627,75627,1
75628,75628,0
75629,75629,1
75630,75630,1
75631,75631,0
75632,75632,0
75633,75633,0
75634,75634,0
75635,75635,0
75636,75636,1
75637,75637,0
75638,75638,1
75639,75639,1
75640,75640,0
75641,75641,0
75642,75642,1
75643,75643,1
75644,75644,1
75645,75645,1
75646,75646,0
75647,75647,0
75648,75648,0
75649,75649,1
75650,75650,1
75651,75651,0
75652,75652,0
75653,75653,1
75654,75654,1
75655,75655,1
75656,75656,0
75657,75657,0
75658,75658,1
75659,75659,1
75660,75660,1
75661,75661,1
75662,75662,0
75663,75663,0
75664,75664,0
75665,75665,1
75666,75666,1
75667,75667,1
75668,75668,1
75669,75669,0
75670,75670,1
75671,75671,0
75672,75672,1
75673,75673,1
75674,75674,1
75675,75675,1
75676,75676,1
75677,75677,0
75678,75678,0
75679,75679,0
75680,75680,0
75681,75681,1
75682,75682,0
75683,75683,1
75684,75684,0
75685,75685,0
75686,75686,0
75687,75687,1
75688,75688,1
75689,75689,0
75690,75690,0
75691,75691,0
75692,75692,1
75693,75693,1
75694,75694,1
75695,75695,1
75696,75696,1
75697,75697,0
75698,75698,1
75699,75699,0
75700,75700,1
75701,75701,1
75702,75702,0
75703,75703,0
75704,75704,0
75705,75705,1
75706,75706,0
75707,75707,1
75708,75708,1
75709,75709,0
75710,75710,1
75711,75711,0
75712,75712,0
75713,75713,0
75714,75714,0
75715,75715,1
75716,75716,1
75717,75717,1
75718,75718,1
75719,75719,0
75720,75720,0
75721,75721,0
75722,75722,0
75723,75723,0
75724,75724,1
75725,75725,0
75726,75726,0
75727,75727,0
75728,75728,1
75729,75729,1
75730,75730,0
75731,75731,1
75732,75732,1
75733,75733,0
75734,75734,1
75735,75735,1
75736,75736,1
75737,75737,1
75738,75738,1
75739,75739,0
75740,75740,1
75741,75741,0
75742,75742,1
75743,75743,1
75744,75744,0
75745,75745,1
75746,75746,1
75747,75747,1
75748,75748,0
75749,75749,1
75750,75750,1
75751,75751,1
75752,75752,1
75753,75753,1
75754,75754,1
75755,75755,1
75756,75756,0
75757,75757,1
75758,75758,0
75759,75759,0
75760,75760,0
75761,75761,1
75762,75762,0
75763,75763,0
75764,75764,0
75765,75765,0
75766,75766,0
75767,75767,0
75768,75768,1
75769,75769,1
75770,75770,1
75771,75771,0
75772,75772,0
75773,75773,1
75774,75774,1
75775,75775,1
75776,75776,1
75777,75777,0
75778,75778,0
75779,75779,0
75780,75780,1
75781,75781,1
75782,75782,0
75783,75783,0
75784,75784,1
75785,75785,1
75786,75786,0
75787,75787,1
75788,75788,0
75789,75789,1
75790,75790,1
75791,75791,0
75792,75792,0
75793,75793,1
75794,75794,0
75795,75795,0
75796,75796,0
75797,75797,0
75798,75798,1
75799,75799,1
75800,75800,1
75801,75801,0
75802,75802,0
75803,75803,1
75804,75804,0
75805,75805,0
75806,75806,1
75807,75807,1
75808,75808,0
75809,75809,1
75810,75810,1
75811,75811,0
75812,75812,0
75813,75813,1
75814,75814,0
75815,75815,0
75816,75816,0
75817,75817,1
75818,75818,0
75819,75819,0
75820,75820,0
75821,75821,1
75822,75822,0
75823,75823,1
75824,75824,0
75825,75825,1
75826,75826,0
75827,75827,1
75828,75828,1
75829,75829,1
75830,75830,0
75831,75831,1
75832,75832,1
75833,75833,1
75834,75834,0
75835,75835,1
75836,75836,0
75837,75837,0
75838,75838,1
75839,75839,0
75840,75840,1
75841,75841,1
75842,75842,0
75843,75843,1
75844,75844,0
75845,75845,1
75846,75846,1
75847,75847,1
75848,75848,1
75849,75849,0
75850,75850,0
75851,75851,0
75852,75852,0
75853,75853,0
75854,75854,0
75855,75855,1
75856,75856,1
75857,75857,0
75858,75858,1
75859,75859,0
75860,75860,0
75861,75861,1
75862,75862,0
75863,75863,1
75864,75864,1
75865,75865,0
75866,75866,1
75867,75867,1
75868,75868,1
75869,75869,1
75870,75870,0
75871,75871,1
75872,75872,0
75873,75873,1
75874,75874,0
75875,75875,0
75876,75876,0
75877,75877,1
75878,75878,0
75879,75879,0
75880,75880,0
75881,75881,1
75882,75882,0
75883,75883,0
75884,75884,0
75885,75885,0
75886,75886,1
75887,75887,1
75888,75888,1
75889,75889,0
75890,75890,1
75891,75891,1
75892,75892,1
75893,75893,1
75894,75894,1
75895,75895,0
75896,75896,1
75897,75897,1
75898,75898,0
75899,75899,0
75900,75900,0
75901,75901,0
75902,75902,0
75903,75903,0
75904,75904,1
75905,75905,0
75906,75906,1
75907,75907,0
75908,75908,0
75909,75909,1
75910,75910,0
75911,75911,0
75912,75912,0
75913,75913,1
75914,75914,0
75915,75915,1
75916,75916,0
75917,75917,1
75918,75918,1
75919,75919,0
75920,75920,0
75921,75921,0
75922,75922,1
75923,75923,1
75924,75924,1
75925,75925,1
75926,75926,1
75927,75927,1
75928,75928,0
75929,75929,0
75930,75930,0
75931,75931,0
75932,75932,0
75933,75933,0
75934,75934,1
75935,75935,0
75936,75936,1
75937,75937,1
75938,75938,1
75939,75939,1
75940,75940,0
75941,75941,0
75942,75942,1
75943,75943,1
75944,75944,1
75945,75945,0
75946,75946,0
75947,75947,1
75948,75948,0
75949,75949,1
75950,75950,0
75951,75951,1
75952,75952,0
75953,75953,0
75954,75954,0
75955,75955,0
75956,75956,0
75957,75957,1
75958,75958,0
75959,75959,0
75960,75960,0
75961,75961,0
75962,75962,1
75963,75963,0
75964,75964,0
75965,75965,1
75966,75966,1
75967,75967,0
75968,75968,0
75969,75969,1
75970,75970,0
75971,75971,0
75972,75972,0
75973,75973,0
75974,75974,0
75975,75975,1
75976,75976,0
75977,75977,0
75978,75978,1
75979,75979,1
75980,75980,1
75981,75981,0
75982,75982,1
75983,75983,0
75984,75984,1
75985,75985,0
75986,75986,0
75987,75987,1
75988,75988,0
75989,75989,0
75990,75990,1
75991,75991,0
75992,75992,1
75993,75993,0
75994,75994,0
75995,75995,1
75996,75996,0
75997,75997,0
75998,75998,0
75999,75999,0
76000,76000,0
76001,76001,0
76002,76002,0
76003,76003,1
76004,76004,1
76005,76005,0
76006,76006,0
76007,76007,0
76008,76008,0
76009,76009,0
76010,76010,1
76011,76011,1
76012,76012,1
76013,76013,1
76014,76014,1
76015,76015,0
76016,76016,0
76017,76017,0
76018,76018,1
76019,76019,0
76020,76020,0
76021,76021,0
76022,76022,1
76023,76023,1
76024,76024,1
76025,76025,1
76026,76026,0
76027,76027,1
76028,76028,0
76029,76029,1
76030,76030,1
76031,76031,0
76032,76032,1
76033,76033,1
76034,76034,1
76035,76035,0
76036,76036,1
76037,76037,1
76038,76038,0
76039,76039,1
76040,76040,1
76041,76041,1
76042,76042,1
76043,76043,0
76044,76044,0
76045,76045,0
76046,76046,1
76047,76047,1
76048,76048,0
76049,76049,1
76050,76050,1
76051,76051,0
76052,76052,0
76053,76053,1
76054,76054,0
76055,76055,1
76056,76056,0
76057,76057,0
76058,76058,1
76059,76059,1
76060,76060,1
76061,76061,0
76062,76062,0
76063,76063,1
76064,76064,1
76065,76065,1
76066,76066,1
76067,76067,1
76068,76068,1
76069,76069,0
76070,76070,1
76071,76071,0
76072,76072,1
76073,76073,0
76074,76074,0
76075,76075,1
76076,76076,0
76077,76077,0
76078,76078,0
76079,76079,1
76080,76080,1
76081,76081,0
76082,76082,1
76083,76083,0
76084,76084,1
76085,76085,0
76086,76086,0
76087,76087,0
76088,76088,1
76089,76089,0
76090,76090,0
76091,76091,0
76092,76092,1
76093,76093,0
76094,76094,1
76095,76095,1
76096,76096,0
76097,76097,0
76098,76098,1
76099,76099,1
76100,76100,1
76101,76101,1
76102,76102,0
76103,76103,0
76104,76104,0
76105,76105,0
76106,76106,0
76107,76107,1
76108,76108,1
76109,76109,1
76110,76110,1
76111,76111,1
76112,76112,1
76113,76113,0
76114,76114,1
76115,76115,0
76116,76116,0
76117,76117,1
76118,76118,1
76119,76119,1
76120,76120,1
76121,76121,1
76122,76122,0
76123,76123,0
76124,76124,1
76125,76125,1
76126,76126,1
76127,76127,1
76128,76128,1
76129,76129,0
76130,76130,0
76131,76131,1
76132,76132,1
76133,76133,0
76134,76134,1
76135,76135,1
76136,76136,0
76137,76137,1
76138,76138,1
76139,76139,1
76140,76140,0
76141,76141,0
76142,76142,1
76143,76143,1
76144,76144,0
76145,76145,0
76146,76146,1
76147,76147,1
76148,76148,0
76149,76149,0
76150,76150,0
76151,76151,1
76152,76152,1
76153,76153,1
76154,76154,0
76155,76155,1
76156,76156,0
76157,76157,1
76158,76158,1
76159,76159,1
76160,76160,0
76161,76161,1
76162,76162,1
76163,76163,1
76164,76164,1
76165,76165,0
76166,76166,0
76167,76167,0
76168,76168,0
76169,76169,1
76170,76170,1
76171,76171,0
76172,76172,0
76173,76173,0
76174,76174,0
76175,76175,0
76176,76176,1
76177,76177,0
76178,76178,0
76179,76179,1
76180,76180,1
76181,76181,0
76182,76182,0
76183,76183,1
76184,76184,0
76185,76185,0
76186,76186,1
76187,76187,1
76188,76188,1
76189,76189,0
76190,76190,1
76191,76191,1
76192,76192,0
76193,76193,0
76194,76194,0
76195,76195,1
76196,76196,0
76197,76197,0
76198,76198,0
76199,76199,0
76200,76200,1
76201,76201,0
76202,76202,0
76203,76203,0
76204,76204,0
76205,76205,0
76206,76206,0
76207,76207,1
76208,76208,0
76209,76209,0
76210,76210,1
76211,76211,0
76212,76212,0
76213,76213,1
76214,76214,1
76215,76215,1
76216,76216,0
76217,76217,0
76218,76218,1
76219,76219,1
76220,76220,0
76221,76221,0
76222,76222,1
76223,76223,0
76224,76224,0
76225,76225,0
76226,76226,1
76227,76227,1
76228,76228,0
76229,76229,0
76230,76230,1
76231,76231,1
76232,76232,0
76233,76233,0
76234,76234,1
76235,76235,1
76236,76236,1
76237,76237,0
76238,76238,1
76239,76239,0
76240,76240,0
76241,76241,1
76242,76242,1
76243,76243,1
76244,76244,0
76245,76245,1
76246,76246,1
76247,76247,0
76248,76248,1
76249,76249,1
76250,76250,1
76251,76251,1
76252,76252,0
76253,76253,0
76254,76254,1
76255,76255,1
76256,76256,1
76257,76257,1
76258,76258,1
76259,76259,1
76260,76260,0
76261,76261,1
76262,76262,0
76263,76263,0
76264,76264,1
76265,76265,1
76266,76266,0
76267,76267,0
76268,76268,0
76269,76269,0
76270,76270,0
76271,76271,1
76272,76272,0
76273,76273,1
76274,76274,0
76275,76275,0
76276,76276,0
76277,76277,0
76278,76278,0
76279,76279,1
76280,76280,0
76281,76281,0
76282,76282,1
76283,76283,1
76284,76284,0
76285,76285,1
76286,76286,0
76287,76287,1
76288,76288,1
76289,76289,1
76290,76290,0
76291,76291,1
76292,76292,0
76293,76293,0
76294,76294,1
76295,76295,0
76296,76296,1
76297,76297,0
76298,76298,1
76299,76299,1
76300,76300,1
76301,76301,0
76302,76302,0
76303,76303,1
76304,76304,0
76305,76305,1
76306,76306,1
76307,76307,0
76308,76308,1
76309,76309,0
76310,76310,1
76311,76311,0
76312,76312,0
76313,76313,0
76314,76314,1
76315,76315,0
76316,76316,1
76317,76317,1
76318,76318,0
76319,76319,0
76320,76320,0
76321,76321,1
76322,76322,0
76323,76323,0
76324,76324,0
76325,76325,1
76326,76326,0
76327,76327,0
76328,76328,1
76329,76329,1
76330,76330,1
76331,76331,1
76332,76332,1
76333,76333,1
76334,76334,1
76335,76335,0
76336,76336,0
76337,76337,0
76338,76338,1
76339,76339,0
76340,76340,1
76341,76341,0
76342,76342,1
76343,76343,1
76344,76344,1
76345,76345,1
76346,76346,0
76347,76347,1
76348,76348,1
76349,76349,1
76350,76350,0
76351,76351,0
76352,76352,1
76353,76353,0
76354,76354,1
76355,76355,0
76356,76356,1
76357,76357,0
76358,76358,0
76359,76359,0
76360,76360,1
76361,76361,1
76362,76362,1
76363,76363,1
76364,76364,0
76365,76365,1
76366,76366,0
76367,76367,1
76368,76368,1
76369,76369,0
76370,76370,1
76371,76371,1
76372,76372,1
76373,76373,1
76374,76374,0
76375,76375,1
76376,76376,1
76377,76377,0
76378,76378,1
76379,76379,1
76380,76380,1
76381,76381,0
76382,76382,1
76383,76383,0
76384,76384,1
76385,76385,0
76386,76386,0
76387,76387,1
76388,76388,1
76389,76389,1
76390,76390,0
76391,76391,0
76392,76392,1
76393,76393,1
76394,76394,0
76395,76395,0
76396,76396,0
76397,76397,0
76398,76398,0
76399,76399,0
76400,76400,0
76401,76401,1
76402,76402,0
76403,76403,0
76404,76404,0
76405,76405,0
76406,76406,1
76407,76407,1
76408,76408,1
76409,76409,1
76410,76410,1
76411,76411,0
76412,76412,0
76413,76413,1
76414,76414,1
76415,76415,1
76416,76416,0
76417,76417,1
76418,76418,1
76419,76419,0
76420,76420,0
76421,76421,1
76422,76422,1
76423,76423,1
76424,76424,0
76425,76425,0
76426,76426,1
76427,76427,1
76428,76428,0
76429,76429,1
76430,76430,0
76431,76431,0
76432,76432,0
76433,76433,0
76434,76434,0
76435,76435,0
76436,76436,1
76437,76437,0
76438,76438,1
76439,76439,1
76440,76440,0
76441,76441,0
76442,76442,1
76443,76443,1
76444,76444,1
76445,76445,1
76446,76446,0
76447,76447,1
76448,76448,1
76449,76449,0
76450,76450,0
76451,76451,1
76452,76452,1
76453,76453,1
76454,76454,0
76455,76455,1
76456,76456,1
76457,76457,0
76458,76458,0
76459,76459,1
76460,76460,1
76461,76461,1
76462,76462,0
76463,76463,0
76464,76464,1
76465,76465,0
76466,76466,0
76467,76467,0
76468,76468,1
76469,76469,0
76470,76470,1
76471,76471,0
76472,76472,1
76473,76473,1
76474,76474,0
76475,76475,0
76476,76476,1
76477,76477,1
76478,76478,1
76479,76479,0
76480,76480,0
76481,76481,1
76482,76482,1
76483,76483,1
76484,76484,1
76485,76485,0
76486,76486,1
76487,76487,0
76488,76488,0
76489,76489,0
76490,76490,0
76491,76491,0
76492,76492,1
76493,76493,0
76494,76494,0
76495,76495,1
76496,76496,0
76497,76497,1
76498,76498,1
76499,76499,0
76500,76500,1
76501,76501,1
76502,76502,1
76503,76503,1
76504,76504,0
76505,76505,0
76506,76506,0
76507,76507,0
76508,76508,0
76509,76509,0
76510,76510,0
76511,76511,0
76512,76512,0
76513,76513,1
76514,76514,1
76515,76515,0
76516,76516,1
76517,76517,0
76518,76518,1
76519,76519,0
76520,76520,1
76521,76521,0
76522,76522,0
76523,76523,1
76524,76524,1
76525,76525,0
76526,76526,1
76527,76527,1
76528,76528,0
76529,76529,1
76530,76530,1
76531,76531,0
76532,76532,1
76533,76533,0
76534,76534,0
